Pool ID: 0, LP token: 0x06da0fd433C1A5d7a4faa01111c044910A184553 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xdAC17F958D2ee523a2206206994597C13D831ec7 (is WETH: False)
Pool ID: 180, LP token: 0x7835cB043e8d53a5b361D489956d6c30808349da (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599 (is WETH: False), Token 1: 0x9992eC3cF6A55b00978cdDF2b27BC6882d88D1eC (is WETH: False)
Pool ID: 181, LP token: 0xc7FF546c6CbC87Ad9f6F557db5A0df5c742cA440 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x2aA5cE395b00CC486159aDbDD97c55b535CF2cf9 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 182, LP token: 0x033f4A33823595A6dD9dF0672Fd94DE32C65c415 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x31B595e7cfDB624D10A3E7A562eD98c3567e3865 (is WETH: False), Token 1: 0xDFe66B14D37C77F4E9b180cEb433d1b164f0281D (is WETH: False)
Pool ID: 183, LP token: 0xA872D244B8948DFD6Cb7Bd19f79E7C1bfb7DB4a0 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x9C78EE466D6Cb57A4d01Fd887D2b5dFb2D46288f (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 184, LP token: 0x750d711277Fd27D1EC5256F13f5110E097713a95 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x67c597624B17b16fb77959217360B7cD18284253 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 185, LP token: 0x34d7d7Aaf50AD4944B70B320aCB24C95fa2def7c (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x383518188C0C6d7730D91b2c03a03C837814a899 (is WETH: False), Token 1: 0x6B175474E89094C44Da98b954EedeAC495271d0F (is WETH: False)
Pool ID: 186, LP token: 0x577959C519c24eE6ADd28AD96D3531bC6878BA34 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x0cEC1A9154Ff802e7934Fc916Ed7Ca50bDE6844e (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 187, LP token: 0x662511a91734AEa8b06EF770D6Ed51cC539772d0 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xF94b5C5651c888d928439aB6514B93944eEE6F48 (is WETH: False)
Pool ID: 188, LP token: 0xa30911e072A0C88D55B5D0A0984B66b0D04569d0 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x56d811088235F11C8920698a204A5010a788f4b3 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Problem with pool 189 -- ValueError('execution reverted: ')
Problem with pool 190 -- ValueError('execution reverted: ')
Problem with pool 191 -- ValueError('execution reverted: ')
Problem with pool 192 -- ValueError('execution reverted: ')
Problem with pool 193 -- ValueError('execution reverted: ')
Problem with pool 194 -- ValueError('execution reverted: ')
Problem with pool 195 -- ValueError('execution reverted: ')
Problem with pool 196 -- ValueError('execution reverted: ')
Problem with pool 197 -- ValueError('execution reverted: ')
Problem with pool 198 -- ValueError('execution reverted: ')
Problem with pool 199 -- ValueError('execution reverted: ')
Problem with pool 200 -- ValueError('execution reverted: ')
Problem with pool 201 -- ValueError('execution reverted: ')
Problem with pool 202 -- ValueError('execution reverted: ')
Problem with pool 203 -- ValueError('execution reverted: ')
Problem with pool 204 -- ValueError('execution reverted: ')
Problem with pool 205 -- ValueError('execution reverted: ')
Problem with pool 206 -- ValueError('execution reverted: ')
Problem with pool 207 -- ValueError('execution reverted: ')
Problem with pool 208 -- ValueError('execution reverted: ')
Problem with pool 209 -- ValueError('execution reverted: ')
Problem with pool 210 -- ValueError('execution reverted: ')
Problem with pool 211 -- ValueError('execution reverted: ')
Problem with pool 212 -- ValueError('execution reverted: ')
Problem with pool 213 -- ValueError('execution reverted: ')
Problem with pool 214 -- ValueError('execution reverted: ')
Problem with pool 215 -- ValueError('execution reverted: ')
Problem with pool 216 -- ValueError('execution reverted: ')
Problem with pool 217 -- ValueError('execution reverted: ')
Problem with pool 218 -- ValueError('execution reverted: ')
Problem with pool 219 -- ValueError('execution reverted: ')
Problem with pool 220 -- ValueError('execution reverted: ')
Problem with pool 221 -- ValueError('execution reverted: ')
Problem with pool 222 -- ValueError('execution reverted: ')
Problem with pool 223 -- ValueError('execution reverted: ')
Problem with pool 224 -- ValueError('execution reverted: ')
Problem with pool 225 -- ValueError('execution reverted: ')
Problem with pool 226 -- ValueError('execution reverted: ')
Problem with pool 227 -- ValueError('execution reverted: ')
Problem with pool 228 -- ValueError('execution reverted: ')
Problem with pool 229 -- ValueError('execution reverted: ')
Pool ID: 230, LP token: 0x9461173740D27311b176476FA27e94C681b1Ea6b (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x9d409a0A012CFbA9B15F6D4B36Ac57A46966Ab9a (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 231, LP token: 0x0C365789DbBb94A29F8720dc465554c587e897dB (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xBB0E17EF65F82Ab018d8EDd776e8DD940327B28b (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 232, LP token: 0x8d782C5806607E9AAFB2AC38c1DA3838Edf8BD03 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x0309c98B1bffA350bcb3F9fB9780970CA32a5060 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 233, LP token: 0x34D25a4749867eF8b62A0CD1e2d7B4F7aF167E01 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x44564d0bd94343f72E3C8a0D22308B7Fa71DB0Bb (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 234, LP token: 0x164FE0239d703379Bddde3c80e4d4800A1cd452B (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x0B498ff89709d3838a063f1dFA463091F9801c2b (is WETH: False), Token 1: 0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599 (is WETH: False)
Pool ID: 235, LP token: 0x18d98D452072Ac2EB7b74ce3DB723374360539f1 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599 (is WETH: False), Token 1: 0xc4E15973E6fF2A35cC804c2CF9D2a1b817a8b40F (is WETH: False)
Pool ID: 236, LP token: 0x4Fb3CAe84a1264b8BB1911e8915F56660eC8178E (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x7BeBd226154E865954A87650FAefA8F485d36081 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 237, LP token: 0x41848373dec2867ef3924E47B2eBD0EE645a54F9 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xa283aA7CfBB27EF0cfBcb2493dD9F4330E0fd304 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 238, LP token: 0x37922C69b08BABcCEaE735A31235c81f1d1e8E43 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x808507121B80c02388fAd14726482e061B8da827 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 239, LP token: 0x69ab811953499Eb253c5a69aE06275A42b97c9aE (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x1796ae0b0fa4862485106a0de9b654eFE301D0b2 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 240, LP token: 0x1bEC4db6c3Bc499F3DbF289F5499C30d541FEc97 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x0F5D2fB29fb7d3CFeE444a200298f468908cC942 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 241, LP token: 0x8F9ef75CD6E610Dd8Acf8611c344573032fB9c3d (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x896e145568624a498c5a909187363AE947631503 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 242, LP token: 0xC79FAEed130816B38E5996b79B1b3b6568cc599F (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xb78B3320493a4EFaa1028130C5Ba26f0B6085Ef8 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 243, LP token: 0xd3dA6236aEcb6b55F571249c011B8EEC340a418E (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xEE06A81a695750E71a662B51066F2c74CF4478a0 (is WETH: False)
Pool ID: 244, LP token: 0x6a091a3406E0073C3CD6340122143009aDac0EDa (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x767FE9EDC9E0dF98E07454847909b5E959D7ca0E (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Problem with pool 245 -- ValueError('execution reverted: ')
Problem with pool 246 -- ValueError('execution reverted: ')
Problem with pool 247 -- ValueError('execution reverted: ')
Problem with pool 248 -- ValueError('execution reverted: ')
Problem with pool 249 -- ValueError('execution reverted: ')
Problem with pool 250 -- ValueError('execution reverted: ')
Pool ID: 251, LP token: 0x804Be24f625C7E23eDd9Fa68e4582590c57ad2B3 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x68481f2c02BE3786987ac2bC3327171C5D05F9Bd (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 252, LP token: 0x3bFcA4FB8054fA42DA3E77749b21450a1290beED (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xb29663Aa4E2e81e425294193616c1B102B70a158 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 253, LP token: 0x9AC60b8B33092C2c0B4CA5Af0DEC2bcb84657E12 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xD0660cD418a64a1d44E9214ad8e459324D8157f1 (is WETH: False)
Pool ID: 254, LP token: 0x0780B42B3c4cAF41933CFC0040d2853363De20A7 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e (is WETH: False), Token 1: 0xD0660cD418a64a1d44E9214ad8e459324D8157f1 (is WETH: False)
Pool ID: 255, LP token: 0x82EbCD936C9E938704b65027850E42393F8BC4d4 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x4a615bB7166210CCe20E6642a6f8Fb5d4D044496 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 256, LP token: 0x7229d526d5fD693720B88Eb7129058dB5D497BCe (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x6fC13EACE26590B80cCCAB1ba5d51890577D83B2 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 257, LP token: 0x87b918e76c92818DB0c76a4E174447aeE6E6D23f (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x3FA729B4548beCBAd4EaB6EF18413470e6D5324C (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 258, LP token: 0xe73ad09925201F21b607ccADA9A371C12A2f49C3 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xbc194e6f748a222754C3E8b9946922c09E7d4e91 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 259, LP token: 0x2F8AC927aa94293461C75406e90Ec0cCFb2748d9 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xec67005c4E498Ec7f55E092bd1d35cbC47C91892 (is WETH: False)
Pool ID: 260, LP token: 0xb1EECFea192907fC4bF9c4CE99aC07186075FC51 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x2aECCB42482cc64E087b6D2e5Da39f5A7A7001f8 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Problem with pool 261 -- ValueError('execution reverted: ')
Problem with pool 262 -- ValueError('execution reverted: ')
Problem with pool 263 -- ValueError('execution reverted: ')
Problem with pool 264 -- ValueError('execution reverted: ')
Problem with pool 265 -- ValueError('execution reverted: ')
Problem with pool 266 -- ValueError('execution reverted: ')
Problem with pool 267 -- ValueError('execution reverted: ')
Pool ID: 268, LP token: 0x57024267e8272618f9c5037D373043a8646507e5 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x0eC9F76202a7061eB9b3a7D6B59D36215A7e37da (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 269, LP token: 0x6469B34a2a4723163C4902dbBdEa728D20693C12 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x85F17Cf997934a597031b2E18a9aB6ebD4B9f6a4 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 270, LP token: 0x2c51eaa1BCc7b013C3f1D5985cDcB3c56DC3fbc1 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x2d94AA3e47d9D5024503Ca8491fcE9A2fB4DA198 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 271, LP token: 0x0589e281D35ee1Acf6D4fd32f1fbA60EFfb5281B (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xBC6DA0FE9aD5f3b0d58160288917AA56653660E9 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 272, LP token: 0xD45Afa3649e57a961C001b935deD1c79D81A9d23 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48 (is WETH: False), Token 1: 0xe9F84dE264E91529aF07Fa2C746e934397810334 (is WETH: False)
Pool ID: 273, LP token: 0x613C836DF6695c10f0f4900528B6931441Ac5d5a (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x0391D2021f89DC339F60Fff84546EA23E337750f (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 274, LP token: 0x0BB6e2a9858A089437EC678dA05E559Ffe0Af5b2 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x673f9488619821aB4f4155FdFFe06f6139De518F (is WETH: False), Token 1: 0x6B175474E89094C44Da98b954EedeAC495271d0F (is WETH: False)
Pool ID: 275, LP token: 0xA914a9b9E03b6aF84F9c6bd2e0e8d27D405695Db (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xd084944d3c05CD115C09d072B9F44bA3E0E45921 (is WETH: False)
Pool ID: 276, LP token: 0x8911fce375a8414B1b578BE66eE691A8D2D4DBf7 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x86772b1409b61c639EaAc9Ba0AcfBb6E238e5F83 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 277, LP token: 0xe8eB0f7B866A85DA49401D04FfFcfC1aBbF24Dfd (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x126c121f99e1E211dF2e5f8De2d96Fa36647c855 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 278, LP token: 0x986627dB5E4AAE987f580feB63D475992e5aC0AE (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xD5cd84D6f044AbE314Ee7E414d37cae8773ef9D3 (is WETH: False)
Pool ID: 279, LP token: 0x17890DeB188F2dE6C3e966e053dA1C9a111Ed4A5 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48 (is WETH: False), Token 1: 0xD417144312DbF50465b1C641d016962017Ef6240 (is WETH: False)
Pool ID: 280, LP token: 0xe93b1b5E1dAdCE8152A69470C1b31463aF260296 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xdAC17F958D2ee523a2206206994597C13D831ec7 (is WETH: False), Token 1: 0xDDdddd4301A082e62E84e43F474f044423921918 (is WETH: False)
Pool ID: 281, LP token: 0x1241F4a348162d99379A23E73926Cf0bfCBf131e (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x8290333ceF9e6D528dD5618Fb97a76f268f3EDD4 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 282, LP token: 0x0652687E87a4b8b5370b05bc298Ff00d205D9B5f (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xE0aD1806Fd3E7edF6FF52Fdb822432e847411033 (is WETH: False)
Pool ID: 283, LP token: 0xa2D81bEdf22201A77044CDF3Ab4d9dC1FfBc391B (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x96E61422b6A9bA0e068B6c5ADd4fFaBC6a4aae27 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 284, LP token: 0x82DBc2673e9640343D263a3c55DE49021AD39aE2 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x1559FA1b8F28238FD5D76D9f434ad86FD20D1559 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 285, LP token: 0xdBaa04796CB5C05D02B8A41B702d9b67c13c9fa9 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x1C9922314ED1415c95b9FD453c3818fd41867d0B (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 286, LP token: 0x8775aE5e83BC5D926b6277579c2B0d40c7D9b528 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x1494CA1F11D487c2bBe4543E90080AeBa4BA3C2b (is WETH: False), Token 1: 0x956F47F50A910163D8BF957Cf5846D573E7f87CA (is WETH: False)
Pool ID: 287, LP token: 0xBBBdB106A806173d1eEa1640961533fF3114d69A (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x618679dF9EfCd19694BB1daa8D00718Eacfa2883 (is WETH: False), Token 1: 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48 (is WETH: False)
Pool ID: 288, LP token: 0xb90047676cC13e68632c55cB5b7cBd8A4C5A0A8E (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x677ddbd918637E5F2c79e164D402454dE7dA8619 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 289, LP token: 0xada8B1613ce6Fe75f3549Fa4eB2A993ca1220A7c (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x1590ABe3612Be1CB3ab5B0f28874D521576e97Dc (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 290, LP token: 0x8597fa0773888107E2867D36dd87Fe5bAFeAb328 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xCC8Fa225D80b9c7D42F96e9570156c65D6cAAa25 (is WETH: False)
Pool ID: 291, LP token: 0xb124C4e18A282143D362a066736FD60d22393Ef4 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x808507121B80c02388fAd14726482e061B8da827 (is WETH: False), Token 1: 0xbF682bd31a615123D28d611b38b0aE3d2b675C2C (is WETH: False)
Pool ID: 292, LP token: 0xc96F20099d96b37D7Ede66fF9E4DE59b9B1065b1 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xBAac2B4491727D78D2b78815144570b9f2Fe8899 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 293, LP token: 0x77337FF10206480739a768124A18f3aA8C089153 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xEBd9D99A3982d547C5Bb4DB7E3b1F9F14b67Eb83 (is WETH: False)
Pool ID: 294, LP token: 0xeEFA3b448768dD561Af4F743C9e925987A1F8D09 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xDFDb7f72c1F195C5951a234e8DB9806EB0635346 (is WETH: False)
Pool ID: 295, LP token: 0x279Ca79d5fb2490721512C8Ae4767E249D75F41B (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x5f98805A4E8be255a32880FDeC7F6728C6568bA0 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 296, LP token: 0x0d15e893cf50724382368CAFEd222CF131B55307 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x32353A6C91143bfd6C7d363B546e62a9A2489A20 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 297, LP token: 0x1cB9E12b35199BEE15d9eE13696B87bb777776dd (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xbA7970f10D9f0531941DcEd1dda7ef3016B24e5b (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 298, LP token: 0xb5De0C3753b6E1B4dBA616Db82767F17513E6d4E (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x090185f2135308BaD17527004364eBcC2D37e5F6 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 299, LP token: 0x208226200B45B82212b814f49eFA643980a7BdD1 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x33d63Ba1E57E54779F7dDAeaA7109349344cf5F1 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 300, LP token: 0x9cEE2ad771B57555C93F55D8bAbc3c8a221E3b74 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xD5147bc8e386d91Cc5DBE72099DAC6C9b99276F5 (is WETH: False)
Pool ID: 301, LP token: 0x53813285cc60b13fCd2105C6472a47af01f8Ac84 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x725C263e32c72dDC3A19bEa12C5a0479a81eE688 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 302, LP token: 0xc926990039045611eb1DE520C1E249Fd0d20a8eA (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x557B933a7C2c45672B610F8954A3deB39a51A8Ca (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 303, LP token: 0x400043e27415773e4a509c53ac5d7D3c036f6D92 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x65Def5029A0e7591e46B38742bFEdd1Fb7b24436 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 304, LP token: 0x0beC54c89a7d9F15C4e7fAA8d47ADEdF374462eD (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x2791BfD60D232150Bff86b39B7146c0eaAA2BA81 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 305, LP token: 0x4A86C01d67965f8cB3d0AAA2c655705E64097C31 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x0f2D719407FdBeFF09D87557AbB7232601FD9F29 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 306, LP token: 0x0d9f9c919F1B66a8587A5637b8d1A6a6C5854380 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xD70240Dd62F4ea9a6A2416e0073D72139489d2AA (is WETH: False)
Pool ID: 307, LP token: 0xF3D4206b8f2B7C63290661c99a2b494aEf3b8c30 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xdcDc1c1cC33AA817CbDBe8F5E2390BF7cc43dc4B (is WETH: False)
Pool ID: 308, LP token: 0xc8A6189bB16331B37C7a903B8904201b4Ca7acCB (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xE581F272706581F9Dcc362dF3C7934E99192c492 (is WETH: False)
Pool ID: 309, LP token: 0x5D472C9edEcE12A75Ed7C0584Dd02407Cb5b47da (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xAbeA7663c472648d674bd3403D94C858dFeEF728 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 310, LP token: 0x698AbbBC986C59D02941E18BC96fe2396493339B (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x8d137e3337eb1B58A222Fef2B2Cc7C423903d9cf (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
